id,id_cliente,id_categoria,status_projeto,titulo,descricao,orcamento
2816,2816,10,Projeto em Execução,Quaerat Nostrum Plataforma,"Recusandae deserunt doloribus quasi odio fugit eos. Fugiat porro nesciunt. Et amet eaque.
Libero laudantium dignissimos. Sint occaecati debitis illo aspernatur.",503.10
2817,2817,10,Projeto Concluído,A Maiores Projeto,Vel quibusdam error architecto sed qui maxime. Fugit voluptatem veniam voluptate.,266.23
2818,2818,6,Aberto a Propostas,Veritatis Facere Projeto,"Hic nihil necessitatibus ullam quidem mollitia. Quo laudantium cupiditate nobis placeat quo.
Aperiam culpa quas nulla quaerat laborum a. Optio dicta alias aliquid culpa.",908.65
2819,2819,10,Aberto a Propostas,Magnam Illo Solução,"Quibusdam sed voluptas magni. Aliquam ad sit eligendi.
Suscipit corrupti quis fuga inventore.
Ipsa id veniam labore tenetur similique.
Numquam magni exercitationem eos dolores modi.",804.31
2820,2820,8,Aberto a Propostas,Sapiente Unde Projeto,Rerum laboriosam ipsam ratione et. Praesentium iusto deleniti incidunt qui. Qui animi illo tempora sed earum. Repellendus ipsam eius officia inventore.,212.98
2821,2821,6,Projeto Cancelado,Cumque Sit Sistema,Aut eveniet fugiat vero rerum. Beatae consequatur ullam doloribus. Error aut perspiciatis quidem.,374.50
2822,2822,9,Projeto Concluído,Atque Nostrum Plataforma,"Similique odit quos eum voluptas. Sit ratione doloribus. Deleniti laudantium natus repellat amet dolorem et.
Quidem quis rem recusandae. Quas repellendus maxime ullam. Facere et atque eligendi.",946.06
2823,2823,2,Aberto a Propostas,Fugiat Consectetur Sistema,"Doloribus expedita voluptas explicabo eum. Reiciendis dolor accusamus neque repellat dolorum.
Id natus dicta officiis labore illum.",258.77
2824,2824,2,Projeto Concluído,Nisi Fuga Plataforma,Quibusdam quidem exercitationem ipsa inventore distinctio. Deserunt earum quae quod quia accusamus assumenda.,763.96
2825,2825,4,Aberto a Propostas,Autem Asperiores Projeto,"Ipsa voluptatibus ducimus rem. Est corrupti dolore soluta explicabo quis. Suscipit quia deleniti culpa quae.
Totam quo tempora error. Debitis sed quasi fugiat accusamus.",267.45
2826,2826,8,Projeto em Execução,Occaecati Molestias Sistema,Quaerat neque suscipit iusto officia deleniti explicabo quibusdam. Reiciendis excepturi omnis corrupti mollitia debitis minus. Assumenda quaerat dolores error ex ipsum eaque.,717.90
2827,2827,5,Aberto a Propostas,Explicabo Exercitationem Solução,Dolore molestias modi temporibus expedita incidunt magnam magni. Non atque maiores amet corrupti voluptatem. Ex mollitia vel nesciunt architecto. Earum culpa iusto mollitia.,387.24
2828,2828,2,Aberto a Propostas,Fugiat Explicabo Projeto,Porro repellendus inventore autem omnis eaque. Iure quibusdam perspiciatis dignissimos. Dignissimos distinctio accusantium consectetur quaerat nihil eius hic.,762.03
2829,2829,7,Projeto Concluído,Ad Iste Projeto,"Modi facere facilis. Officiis ratione ducimus dolore blanditiis aliquid.
Culpa tempora molestiae nihil vel. Et voluptate placeat facere tempore repudiandae. Aliquid placeat et consectetur.",124.89
2830,2830,6,Projeto Cancelado,Cupiditate Possimus Solução,Perferendis necessitatibus officiis quibusdam iure quidem adipisci. Nam non maiores voluptatibus eaque dolores enim.,90.22
2831,2831,2,Projeto Concluído,Ab Pariatur Sistema,Dolor at ab temporibus in. Nesciunt explicabo repellendus recusandae corrupti. Quasi enim pariatur animi nostrum dolor culpa nostrum.,473.77
2832,2832,6,Projeto Concluído,Consequatur Quis Projeto,"Accusamus nobis magni. Quas dolore maiores vero dolor adipisci.
Et reiciendis blanditiis labore alias voluptatibus. Magni eos nulla libero. Numquam exercitationem nesciunt quidem debitis adipisci.",19.33
2833,2833,7,Aberto a Propostas,Esse Odit Solução,"Impedit id fuga hic animi.
Repellat illo libero unde culpa autem debitis. Minus delectus natus modi et a aliquid.",426.51
2834,2834,6,Projeto Concluído,Dolorem Harum Plataforma,Expedita officia assumenda necessitatibus. Deleniti accusantium quo voluptate. Corporis odit deserunt soluta incidunt recusandae facere quidem.,927.61
2835,2835,2,Projeto em Execução,Sint Corporis Plataforma,Commodi earum rem assumenda natus magni nam. Ratione odit quod temporibus illum aperiam earum. Illum neque perspiciatis.,356.45
2836,2836,10,Projeto em Execução,Quas Totam Projeto,Quia fugiat deleniti magni totam. Occaecati assumenda quis fugiat sit.,668.81
2837,2837,5,Projeto Concluído,Incidunt Temporibus Sistema,"Consectetur soluta quasi. Id eveniet facere. Fugit reprehenderit consequatur eligendi dolorum laudantium ratione.
Eaque sapiente excepturi sint velit.",693.40
2838,2838,8,Projeto Concluído,Fugit Facere Plataforma,Error labore hic aliquid aperiam illo. Mollitia nisi adipisci maxime fuga dicta eligendi magnam. Adipisci repellat nemo asperiores.,492.71
2839,2839,2,Projeto Cancelado,Sapiente Tenetur Solução,Similique minima aliquid ratione ut occaecati. Facilis repellat autem aperiam ut. Explicabo vitae quisquam officiis nesciunt eligendi. Nihil molestias similique dolorem placeat.,54.07
2840,2840,8,Aberto a Propostas,Quod Harum Plataforma,Cum nulla aspernatur nisi. Laudantium alias sint qui quos nisi. Omnis iure dolores soluta fugit quo.,281.08
2841,2841,8,Aberto a Propostas,Ex Quas Solução,Enim voluptates assumenda voluptatem quis illum dolorem. Distinctio atque quo neque.,751.58
2842,2842,8,Aberto a Propostas,Minus Ipsam Solução,Dolores suscipit placeat qui pariatur quasi placeat. Quam deleniti esse cupiditate in nisi.,489.26
2843,2843,9,Projeto Concluído,Quisquam Voluptatibus Projeto,"Quia doloribus repellendus facere illum. Itaque nulla explicabo officiis totam ex.
Vel quisquam pariatur quas eum voluptas. Molestiae quas dolores non.",725.78
2844,2844,2,Projeto em Execução,Velit Tempore Solução,Fugiat assumenda aut magnam blanditiis rem praesentium. Sed aut recusandae explicabo mollitia. Earum omnis itaque perferendis iste.,511.80
2845,2845,2,Projeto Concluído,Natus Ad Solução,"Temporibus illum dolor assumenda incidunt quidem.
Consequatur iure eos deleniti deserunt rem. Nobis minus ratione exercitationem cum.
Porro qui officia fugit eos.",812.50
2846,2846,1,Projeto em Execução,Debitis Aliquid Plataforma,"Vitae facilis soluta corporis dolores. Officiis facere nostrum totam.
Odio odio distinctio totam. Sit optio quod expedita dicta vel.
Quas hic consectetur quos.",984.67
2847,2847,6,Aberto a Propostas,Repellat Pariatur Solução,Maxime ipsa consequuntur ut maxime. Adipisci aut mollitia dolor quis incidunt possimus.,186.26
2848,2848,7,Projeto em Execução,Minima Debitis Projeto,"Nulla ullam veritatis. Dolores voluptas eligendi ducimus omnis autem aliquam.
Officiis delectus quo neque eius necessitatibus.",447.92
2849,2849,3,Aberto a Propostas,Nulla Explicabo Solução,Asperiores explicabo laborum voluptatibus non et. Totam distinctio error accusamus quia. Quae harum beatae pariatur incidunt ipsam reprehenderit atque.,281.67
2850,2850,4,Projeto Concluído,Qui Ab Solução,Voluptatum pariatur deserunt mollitia. Officia minus animi odit a ratione harum. Enim nobis est impedit.,306.75
2851,2851,7,Projeto Cancelado,Omnis Atque Projeto,Ducimus omnis perferendis placeat a non quidem. Dolorem aut nam repudiandae culpa pariatur.,495.98
2852,2852,8,Projeto Concluído,Possimus Sint Projeto,"Quia dignissimos saepe.
Atque laborum quod facere et natus. Debitis necessitatibus quia optio blanditiis nisi magnam.",895.78
2853,2853,4,Aberto a Propostas,Ut Error Projeto,"Asperiores cupiditate alias expedita. Perferendis nobis libero dolorem odio.
Nobis illum omnis voluptatem fugiat mollitia eum. Eius magni saepe voluptatem hic architecto.",360.76
2854,2854,6,Projeto Concluído,Facere Eos Projeto,Velit occaecati eum aliquam. Soluta dolor dolore quisquam architecto dolores. Eius enim similique molestias. Consequatur quibusdam unde corrupti exercitationem eligendi.,274.15
2855,2855,3,Projeto Concluído,Nobis Quas Projeto,Aliquid ad officia sed. Unde doloremque aliquam placeat itaque earum.,864.62
2856,2856,7,Aberto a Propostas,Magnam Ut Solução,"Cum magni laborum quibusdam quod provident odit exercitationem. Omnis a omnis est.
Quam nemo assumenda aspernatur unde sed. Ipsam facilis sit voluptate.",919.09
2857,2857,6,Projeto em Execução,Error Assumenda Plataforma,"Expedita laudantium rerum voluptates dolorum. Officia ipsum cum odio quos culpa.
Blanditiis minus fugiat iure nulla. Labore id exercitationem assumenda cupiditate quae. At tempora quibusdam eum.",121.19
2858,2858,10,Aberto a Propostas,Odit Incidunt Solução,"Ipsa minus quis qui.
Aliquid a sint saepe. Aspernatur est aut ad rerum repellendus. Vitae voluptatem aperiam aliquam omnis ad harum. Nisi similique alias a id.",780.72
2859,2859,1,Projeto Concluído,Deserunt Voluptatibus Projeto,Impedit reiciendis dicta nisi ipsum. Quisquam doloremque fugiat fuga. Dolorum fugit tempore harum recusandae praesentium consequatur maiores.,599.62
2860,2860,8,Projeto Cancelado,Earum Omnis Projeto,Hic excepturi esse dicta officiis sed velit. Corporis repellat temporibus incidunt cum labore tenetur. Tempore est debitis.,830.10
2861,2861,4,Projeto Concluído,Laborum Exercitationem Plataforma,Veritatis dolorem quis deleniti eius porro. Quam quae eos officiis iusto vitae ipsa nisi. Quos voluptatem dignissimos voluptatum dolores enim omnis corporis.,671.80
2862,2862,4,Projeto Concluído,Possimus Laboriosam Projeto,"Alias voluptatibus magni quam. Aperiam saepe repellendus adipisci eligendi nemo.
Esse maxime officia vel cum ea totam numquam. Perspiciatis laboriosam porro optio sed ullam similique.",834.30
2863,2863,6,Projeto Concluído,In Dolor Plataforma,Quam expedita sit atque minima. Architecto quos numquam laudantium. Perferendis totam fugit non at error ipsa.,737.35
2864,2864,9,Projeto Cancelado,Quisquam Molestiae Plataforma,Enim corporis ab aliquam adipisci. Dolores accusantium ducimus qui numquam earum.,328.80
2865,2865,2,Aberto a Propostas,Tempore Cum Solução,Minus quia aspernatur hic architecto ad blanditiis. Dignissimos quae animi sed odio rem.,371.26
2866,2866,4,Projeto em Execução,A Debitis Solução,"Amet nihil reprehenderit officiis quos alias. Ad animi molestias similique numquam ea voluptatum aperiam.
Voluptates soluta qui ea.",773.10
2867,2867,7,Aberto a Propostas,Ea Quidem Sistema,Assumenda eligendi ipsum consequatur adipisci. Laudantium maiores quasi recusandae sequi quidem.,12.49
2868,2868,10,Aberto a Propostas,Repudiandae Nisi Plataforma,Quod perspiciatis assumenda id rem modi quos esse. Occaecati sint fugit sunt voluptatum ea doloremque. Ad possimus explicabo quibusdam consequuntur.,946.44
2869,2869,1,Projeto Concluído,Autem Pariatur Sistema,"Autem libero sunt atque. Repellat minus aperiam aliquid similique ipsum. Possimus qui necessitatibus itaque veritatis minus culpa odio.
Libero sed omnis autem. Amet debitis deleniti esse.",490.02
2870,2870,2,Aberto a Propostas,Tempora Doloribus Projeto,Ea nemo minima ducimus id ut nobis. Ullam harum aliquid cum deserunt autem dicta. Dicta nesciunt ipsa.,972.94
2871,2871,1,Aberto a Propostas,Molestiae Pariatur Sistema,Nihil voluptates natus accusantium. Aliquam assumenda distinctio cum. Illo voluptate culpa consequatur debitis.,106.14
2872,2872,2,Projeto Cancelado,Recusandae Dignissimos Projeto,Illum voluptatem facilis dicta repudiandae corrupti tempora. Unde quos tenetur. Ratione excepturi architecto velit repellat quaerat. Voluptatum error minus rerum deserunt dolor aliquid sequi.,699.09
2873,2873,3,Projeto Cancelado,Eum Dolorum Solução,Cum voluptates minus cumque tempora ipsum nobis. Quas consequuntur error molestias illum. Totam aliquid reprehenderit eum in.,797.90
2874,2874,8,Aberto a Propostas,Magnam Laborum Sistema,"Pariatur nulla ducimus suscipit aspernatur maxime quod. Iusto animi ex quam nostrum iste.
Deserunt at accusantium nam praesentium amet. Tempore ab labore tempora.",786.15
2875,2875,2,Projeto em Execução,Cupiditate Quae Plataforma,"Esse modi sapiente nisi. Beatae laborum hic commodi placeat eum quibusdam.
Minus doloremque consequuntur sed totam. Vero in tempora rem. Dolores illum natus inventore.",263.89
2876,2876,2,Projeto Concluído,Dignissimos Pariatur Solução,"Dolores autem optio eligendi doloribus minima. Laboriosam repudiandae doloribus placeat non animi.
Doloremque culpa esse nesciunt. Mollitia eos in possimus exercitationem maxime tempore excepturi.",473.58
2877,2877,1,Projeto Concluído,Molestiae Adipisci Solução,Tempore quod fuga molestiae quisquam sunt quisquam. Corporis exercitationem laboriosam itaque commodi earum. Sunt repellendus ut dolorum quisquam accusantium.,807.14
2878,2878,9,Projeto Concluído,Aperiam Occaecati Plataforma,"Illum eaque ut accusantium.
Sapiente ipsa veniam quibusdam eum esse suscipit. Nobis dolores et atque sint nostrum. Totam eius quos velit nesciunt.",438.21
2879,2879,4,Aberto a Propostas,Aut Molestiae Projeto,Voluptate vero aspernatur iure dolorem. Eaque sapiente alias eveniet voluptatem laudantium eaque eligendi.,487.34
2880,2880,7,Aberto a Propostas,Aspernatur Porro Plataforma,"Placeat maxime assumenda. Et neque laborum molestias.
Quos minima delectus quas. Expedita eaque iure natus omnis odit hic. A qui molestiae laudantium amet optio ab.",707.64
2881,2881,3,Aberto a Propostas,Dolore Numquam Sistema,Expedita veritatis excepturi ipsam. Ut est iusto deserunt eligendi. Magni odio blanditiis vero. Harum ex voluptatum quod quia placeat.,714.01
2882,2882,8,Projeto Concluído,Eum Sunt Projeto,"Ex in voluptates quisquam. Expedita culpa voluptates velit quidem non incidunt.
Dolor libero soluta consequatur minima quae quo voluptatem. Ratione animi totam eius doloribus ab sunt.",381.77
2883,2883,8,Projeto em Execução,Officia Veniam Projeto,"Iste provident itaque. Sapiente facere quos nemo aliquam commodi.
Veniam dignissimos neque labore ullam aspernatur et. Blanditiis odio tempora natus. Odit aut magni eveniet quibusdam incidunt.",635.71
2884,2884,3,Aberto a Propostas,Officia Reprehenderit Plataforma,Rem omnis doloremque. Minus sed alias voluptas. Praesentium voluptates maxime officiis ipsam reiciendis illum.,651.10
2885,2885,8,Projeto em Execução,Provident Impedit Projeto,Molestiae officia accusamus distinctio placeat sint ab. Consectetur veniam quo ullam optio officiis.,802.93
2886,2886,1,Aberto a Propostas,Voluptates Excepturi Sistema,Distinctio non nihil quas. Magnam ad facere officia natus natus quae. Suscipit earum velit cum rerum occaecati eum.,179.39
2887,2887,10,Projeto Cancelado,Numquam Praesentium Projeto,"Magnam enim temporibus quo doloremque nemo.
Quo modi quibusdam porro voluptas sit. Harum numquam consequatur architecto mollitia.",562.28
2888,2888,1,Projeto em Execução,Quas Cum Plataforma,"Ducimus sunt nihil cum est. Soluta tempora cum blanditiis ducimus ratione error.
Ratione molestias quia dolorum sed. Iure quod iste earum. Soluta eos maiores.",654.26
2889,2889,6,Aberto a Propostas,Dolores Atque Plataforma,"Id provident excepturi neque itaque esse. Dolorem est aliquam nesciunt in ab excepturi. Voluptatibus sequi modi laboriosam.
Repellat dolor velit sint soluta repudiandae suscipit id.",498.91
2890,2890,3,Projeto Cancelado,Nam Quas Sistema,Ut natus dolores omnis quia doloremque culpa id. Iste unde voluptatem officia explicabo. Molestiae facere dolores cumque sunt quibusdam.,913.63
2891,2891,6,Projeto em Execução,Quibusdam Perspiciatis Plataforma,Nostrum aspernatur non. Doloribus explicabo maxime minus.,848.93
2892,2892,3,Projeto Concluído,Placeat Laboriosam Projeto,Corporis magni eveniet accusantium. Vero perferendis iure dolorum totam dolorum. Ipsum perspiciatis aperiam. Suscipit officia aperiam vero nulla.,581.09
2893,2893,3,Aberto a Propostas,Iure Consequuntur Projeto,Similique hic accusamus libero illo error eaque. Esse numquam vero deserunt. Cupiditate veritatis deserunt esse alias.,29.73
2894,2894,2,Projeto Concluído,Dicta Sunt Sistema,"Id quos fugit atque facere.
Accusantium quia unde exercitationem. Nemo deserunt magni veritatis vel occaecati. Pariatur nemo dicta totam.",636.00
2895,2895,5,Projeto em Execução,Architecto Ipsa Plataforma,Autem quaerat animi laboriosam dolor. Doloribus molestias inventore vitae sapiente reprehenderit doloremque. Quaerat quos ea assumenda voluptates beatae mollitia.,845.42
2896,2896,2,Aberto a Propostas,Optio Nulla Solução,Veniam error placeat dolorem ad quisquam asperiores. Omnis natus recusandae quibusdam debitis nisi unde. Animi suscipit dolore amet inventore adipisci.,374.44
2897,2897,6,Projeto Cancelado,Beatae Inventore Solução,Ipsum doloremque expedita ullam recusandae accusantium vel magnam.,851.77
2898,2898,5,Projeto em Execução,Dicta Fugiat Sistema,Magnam unde labore. Dolore ipsa quam. Beatae ipsa cupiditate praesentium.,191.30
2899,2899,8,Projeto Concluído,Omnis Animi Solução,Distinctio veritatis ullam quaerat. Veritatis illum impedit. Iure suscipit consequatur veritatis nesciunt et modi.,837.77
2900,2900,4,Projeto Concluído,Laborum A Sistema,"Amet cupiditate enim mollitia ipsam aut quos. Tempore iure unde dolores quibusdam.
Labore id repellat magni.",105.39
2901,2901,6,Aberto a Propostas,Eaque Laboriosam Projeto,Odit laudantium vero illum alias labore. Dolore quisquam at voluptates. Atque temporibus natus nihil velit numquam doloremque.,340.60
2902,2902,9,Projeto Cancelado,Ab Iste Solução,Illo deleniti id tenetur neque. Eum quos iste nulla quis tenetur. Iure soluta exercitationem est.,498.60
2903,2903,4,Aberto a Propostas,Ea Tempora Plataforma,"Occaecati eligendi distinctio culpa. Debitis quasi cumque velit alias voluptatibus.
Delectus saepe laboriosam consectetur optio. Illum error sequi dolor maxime maiores.",395.62
2904,2904,6,Projeto Concluído,Non Beatae Projeto,"Facere aspernatur eius id maiores. Necessitatibus aliquam dolor doloremque ut. Error unde impedit nam quaerat expedita voluptatum.
Consequuntur animi quos. Vitae sint molestias minima ratione.",450.71
2905,2905,7,Projeto Concluído,Voluptatum Impedit Sistema,"Ad optio nesciunt beatae quia. Nesciunt veritatis aperiam earum accusamus.
Est sequi exercitationem velit. Possimus dolor earum magni possimus. Nobis rem rem facilis nemo.",247.77
2906,2906,4,Projeto Cancelado,Labore Officiis Sistema,Consequatur exercitationem blanditiis nostrum inventore numquam deleniti reprehenderit. Aperiam explicabo rerum iste deleniti minus. Enim voluptatem inventore dignissimos iusto deleniti.,473.95
2907,2907,2,Projeto Concluído,Ipsa Officiis Solução,Eaque impedit qui excepturi repudiandae non a et. Nam ex ipsa repudiandae amet ut autem deleniti.,823.30
2908,2908,6,Projeto Concluído,Ratione Repudiandae Sistema,Officia ullam amet fugiat. Voluptatibus labore ratione doloribus sapiente doloremque maiores.,975.09
2909,2909,8,Projeto Concluído,Quibusdam Perspiciatis Solução,Unde soluta ullam nesciunt eum odit dolores. Esse unde illo odio.,700.28
2910,2910,8,Aberto a Propostas,Id Qui Solução,"Nemo molestias nihil commodi.
Fugiat dolor officiis est in voluptas animi. Quas architecto ab vero.",595.46
2911,2911,2,Projeto Concluído,Eos Ut Plataforma,"Modi ratione officia ab inventore cum. Esse blanditiis pariatur ratione natus asperiores eum.
Voluptatem quibusdam quae repellendus. Veritatis beatae consequuntur repudiandae.",523.75
2912,2912,1,Projeto Concluído,Occaecati Suscipit Sistema,"Quod iure magni debitis. Repudiandae atque ipsam minus eum tempora quisquam.
Iusto deserunt libero delectus. Reprehenderit eligendi at ullam unde dolorem omnis.",710.98
2913,2913,2,Projeto Concluído,Quam Deserunt Sistema,"Saepe nulla provident voluptatem. Distinctio expedita atque praesentium velit. Possimus non cumque animi assumenda.
Modi illo distinctio magni amet illo optio.",878.37
2914,2914,9,Projeto Concluído,Inventore Reiciendis Sistema,Voluptatum vel excepturi expedita eligendi ipsa ad. Exercitationem ipsam vitae. Quo cumque quo eius libero soluta.,92.80
2915,2915,5,Aberto a Propostas,Odit Commodi Solução,"Fugiat quod quod minima neque. Eius aliquam dignissimos.
Architecto sit id atque harum magni. Cupiditate nam officia.",795.93
2916,2916,8,Aberto a Propostas,Atque Recusandae Solução,"Dolor id autem sint. Nihil numquam ipsa totam maxime asperiores.
Ipsa labore aliquam numquam. Saepe illum iure ratione reprehenderit optio nobis. Totam molestias quasi adipisci laudantium rerum hic.",534.58
2917,2917,6,Aberto a Propostas,Molestias Quod Projeto,Exercitationem beatae mollitia aliquam. Hic occaecati autem cumque id. Voluptate vel rerum doloremque exercitationem dicta.,316.54
2918,2918,5,Aberto a Propostas,Earum Facilis Solução,Rem corporis mollitia repellendus a eius. Ipsa dignissimos eos quos repellendus laborum. Doloribus nulla corporis voluptatibus quam. Enim fuga aspernatur rerum vitae impedit atque.,707.61
2919,2919,9,Projeto Concluído,Possimus Voluptatem Projeto,Itaque nemo et minima rem aspernatur. Quis incidunt doloremque dolor possimus labore iure. Reiciendis nisi eos modi.,145.36
2920,2920,1,Projeto Concluído,Excepturi Aut Solução,Corporis maxime possimus. Quaerat neque perferendis harum voluptatibus pariatur rem aliquam.,393.47
2921,2921,3,Projeto em Execução,Cupiditate Ipsam Solução,Tempora illum nobis rerum quibusdam. Dignissimos soluta soluta sequi error amet veritatis. Et rerum laboriosam nesciunt tenetur distinctio commodi.,939.63
2922,2922,7,Projeto Concluído,Fugit Facilis Sistema,Ad veritatis quam molestias harum eum quo. Non quas occaecati officia magnam ipsa ipsa. Impedit quas accusamus doloribus dignissimos ratione.,507.87
2923,2923,7,Projeto Cancelado,Perspiciatis Unde Plataforma,Culpa accusamus sequi impedit accusamus cum vero. Amet eligendi necessitatibus odit quos temporibus repellendus ullam. In pariatur in repudiandae necessitatibus culpa id.,196.59
2924,2924,7,Projeto Concluído,Quo Maiores Sistema,Aliquid maiores vitae nulla omnis itaque eligendi. Officia tempore laudantium. Consequatur molestias ab id.,541.86
2925,2925,3,Projeto Concluído,Voluptatum Qui Plataforma,Aliquam accusantium repellat natus eaque eligendi ipsa. Ipsam nisi nemo itaque cumque dicta voluptates. Laboriosam reprehenderit non earum dignissimos excepturi aperiam.,116.36
2926,2926,2,Aberto a Propostas,Ab Itaque Projeto,"Voluptates minima quidem deleniti. Maiores magni reprehenderit est incidunt excepturi nisi fuga. Molestiae commodi quod dolorum nesciunt.
Itaque quae vero totam. Dolorem porro eius dignissimos.",952.64
2927,2927,9,Projeto em Execução,Labore Repudiandae Plataforma,"Natus itaque libero sapiente consequatur dolorem. Illum in recusandae.
Itaque possimus eius eos. Nobis laborum ipsum accusamus saepe. Maxime soluta fugit quam cumque.",513.89
2928,2928,5,Projeto Concluído,Perferendis Nobis Solução,"Repudiandae quo cum libero accusantium perferendis dolores.
Facilis autem aliquid accusantium ullam. Quidem dolore sit earum eaque.",671.76
2929,2929,5,Projeto Concluído,Minima Natus Plataforma,"Nulla voluptate quos. Ea aliquam explicabo libero vitae. Adipisci perspiciatis commodi.
Molestias molestias ut inventore quisquam architecto dolorum. Exercitationem illo ullam.",61.32
2930,2930,8,Aberto a Propostas,Eos Nostrum Sistema,"Repellat molestias dolore ea. Ab similique quasi nobis.
Debitis sed odio debitis vero. Delectus inventore accusantium ipsam ipsum error. Recusandae natus accusantium quisquam.",588.34
2931,2931,4,Projeto Concluído,Magni Occaecati Sistema,Atque aut quasi pariatur natus numquam. Fugiat veritatis voluptatem quos deserunt eum soluta. Reprehenderit vel natus.,914.01
2932,2932,6,Projeto Concluído,Recusandae Alias Solução,"Sunt culpa assumenda velit. Voluptatibus sequi quae autem molestias.
Molestiae quam cum quia eaque fugit. Quis cumque quae culpa qui nisi autem. Debitis tempora veniam magnam.",307.97
2933,2933,9,Projeto Concluído,Minus Sapiente Plataforma,Officia voluptatem maiores nulla repellendus natus sequi nesciunt. Reprehenderit consequatur quisquam a nesciunt inventore nesciunt numquam.,794.50
2934,2934,9,Projeto Concluído,Quam Pariatur Projeto,"Cumque officiis eius iure tenetur. Sequi quos adipisci eos fugiat.
Mollitia eveniet dolor facilis necessitatibus quisquam voluptatum enim. Sequi quo recusandae suscipit.",829.79
2935,2935,9,Aberto a Propostas,Facere At Plataforma,"Odit laborum ea. Culpa sapiente ipsam assumenda similique.
Libero aliquid laudantium omnis recusandae. Explicabo quibusdam consequuntur sint et suscipit molestias. Ipsum itaque beatae.",51.08
2936,2936,3,Projeto Concluído,Accusantium Officiis Projeto,"Quia esse magni recusandae. Voluptatum blanditiis voluptate nulla. Vitae iure hic quam quibusdam distinctio accusamus quas.
Harum vero sit. Repellat quidem odit molestiae nihil error aliquid.",930.28
2937,2937,8,Projeto Cancelado,Placeat Cupiditate Sistema,Sed ut suscipit corrupti facere earum inventore. Alias fugiat doloremque inventore.,749.77
2938,2938,4,Projeto Concluído,Atque Dolorum Projeto,"Ipsa sunt magni error esse eveniet nesciunt. Maxime et iusto.
Eius provident quisquam dolorum commodi vitae. Culpa quos et iste minus voluptas officiis esse.",63.22
2939,2939,2,Aberto a Propostas,Optio Nobis Plataforma,Illum aspernatur dolorem alias. Tenetur itaque veritatis occaecati labore tenetur necessitatibus dolore. Sequi adipisci fugiat pariatur dolorum a placeat.,173.24
2940,2940,6,Aberto a Propostas,Enim Alias Projeto,"Nihil quae quam voluptate fugiat temporibus.
Voluptates magnam odit debitis facilis dolorum sed.
Pariatur vel ratione atque. Magni suscipit facere deleniti harum.
Dolore molestiae unde culpa.",442.66
2941,2941,1,Projeto Concluído,Autem Unde Solução,"Quam in maiores voluptatibus dolor recusandae. Laborum maiores sequi autem ipsa.
Dolore asperiores dignissimos non repellat.",328.86
2942,2942,7,Aberto a Propostas,Sapiente Blanditiis Projeto,Molestias officia praesentium eaque nostrum ipsum ea. Praesentium cupiditate minus incidunt distinctio perferendis. Ea maiores laudantium impedit natus illo molestiae.,23.89
2943,2943,1,Aberto a Propostas,Dolore Adipisci Solução,Ullam est molestiae numquam. Itaque ipsam blanditiis blanditiis id commodi. Fugiat optio error.,938.18
2944,2944,9,Projeto em Execução,Labore Temporibus Projeto,"Cumque odio ducimus reiciendis numquam enim. Eum explicabo error. Recusandae quos maiores odit.
Itaque dolores voluptates in rerum doloribus explicabo. Atque sint ex aut.",591.77
2945,2945,4,Aberto a Propostas,Necessitatibus Autem Plataforma,Suscipit repellat laboriosam porro. Numquam harum veritatis voluptatum cumque molestias quasi. Earum unde ex doloremque assumenda.,590.47
2946,2946,6,Projeto em Execução,Tempore Velit Plataforma,"Saepe minima inventore in iste velit architecto.
Magni amet iusto repudiandae delectus architecto. Laboriosam tenetur possimus voluptas accusantium. Qui repellat aut odio.
Quae quo voluptates quis.",704.40
2947,2947,2,Projeto em Execução,Et Magni Sistema,"Error necessitatibus tenetur. Nulla ea ea laboriosam atque magnam. Ad magnam ea nostrum sapiente iure ducimus.
Illo quod eius facere. Unde repellat ex minus.",442.64
2948,2948,8,Projeto Concluído,Soluta Est Plataforma,Dolores quidem atque accusantium iure iure. Nesciunt architecto ducimus blanditiis. Error eum illo quas eveniet quo.,472.28
2949,2949,1,Projeto em Execução,Consequuntur Quasi Projeto,Deleniti fugit laudantium dolorem. Laboriosam tenetur reiciendis quam repudiandae modi adipisci. Sit placeat necessitatibus delectus.,788.20
2950,2950,6,Projeto Concluído,Delectus Libero Plataforma,"Necessitatibus maiores maxime quas. Alias dicta aperiam quae odit. Nesciunt magni facilis quidem.
Officiis ipsam magni exercitationem vero animi. Ipsam quae magni vero.",344.28
2951,2951,4,Aberto a Propostas,Laboriosam Harum Projeto,"Ducimus vel laborum consequatur facere. Iusto nobis laborum harum voluptatem. Unde tempora fugiat.
Quis odio repudiandae perspiciatis.",903.74
2952,2952,10,Projeto Concluído,Ut Sit Plataforma,"Quibusdam odio et ipsum. Voluptatum quasi totam vitae illo necessitatibus nemo.
Accusantium architecto et officiis soluta voluptatibus earum.",174.79
2953,2953,8,Aberto a Propostas,Alias Doloremque Projeto,"Similique nisi hic ipsum magni beatae dicta. Totam voluptate deleniti quas laudantium consequatur similique.
Eligendi sint eum illo.",715.70
2954,2954,6,Aberto a Propostas,Nobis Dolore Sistema,Quidem aperiam inventore recusandae voluptatum ipsam fugiat. Repudiandae odit excepturi quasi quisquam. Doloribus dignissimos minus deleniti tempore placeat.,573.31
