id,id_projeto,id_freelancer,status_proposta,valor_proposta,prazo_entrega,descricao
2185,2185,1295,Aceita/Em Andamento,5388.44,2025-05-09 10:49:03,"Incidunt atque a quis. Impedit voluptatum dolorem deleniti. Fugit porro odio a totam illum. Error nostrum facilis repudiandae eos cupiditate ipsam.
Veniam assumenda ipsa quis debitis consequatur. Eum dicta at hic occaecati soluta esse.
Quisquam dolores neque iusto reprehenderit ipsam. Eius rerum tenetur perspiciatis."
2186,2186,2361,Pendente,1109.01,2025-05-17 20:22:54,"Consequuntur quos magni voluptatum doloribus. Nobis doloremque magnam vitae non excepturi. Fugit incidunt architecto.
Ipsum eius quidem voluptatum voluptatibus inventore.
Eveniet exercitationem fugiat occaecati. Fugiat unde laudantium reiciendis laudantium eaque aut."
2187,2187,1868,Aceita/Em Andamento,3238.94,2025-05-10 13:14:05,"Tempore sit ea quo animi vel. Asperiores delectus in nisi architecto eum. Dolore adipisci incidunt eveniet.
Cum esse pariatur iusto. Voluptate repellat nisi.
Placeat at ipsa aspernatur neque. Aperiam at dolor officiis totam expedita."
2188,2188,211,Aceita/Finalizada,7893.50,2025-05-09 21:16:17,"Aliquid ab nulla. Repellat velit eum vero. Repudiandae quod nulla eligendi eius adipisci. Eum voluptas dolore temporibus ex eveniet nihil veritatis.
Minima necessitatibus ipsam fuga aut ab perspiciatis.
Accusantium ea iure eligendi. Quibusdam cupiditate fugit animi nobis dolorum."
2189,2189,1569,Pendente,1565.92,2025-05-12 04:03:37,"Officiis qui facilis. Cum aliquid suscipit placeat nemo eum voluptatibus.
Quos fuga minus cupiditate aperiam. Repellat minus sapiente cumque animi. Fugiat quibusdam vitae non hic dolorem totam.
Voluptatem id a. Veniam tempore est dolorum quam qui aliquid.
Saepe repudiandae eligendi provident. Libero nam corporis rem."
2190,2190,330,Aceita/Em Andamento,7145.01,2025-05-16 09:58:31,"Quos accusantium aliquam vel doloremque nesciunt cumque. Minima impedit voluptate sequi. Ratione molestias tempore quos accusamus cumque beatae adipisci. Similique cupiditate laborum ullam autem minima exercitationem dicta.
Dolores mollitia aliquid necessitatibus. Commodi qui quos laudantium vero quidem ipsum animi."
2191,2191,2593,Aceita/Finalizada,7090.45,2025-05-14 09:39:44,"Odit quae reprehenderit. Animi eaque qui. Ab officia harum possimus ipsam dignissimos quisquam quia.
Suscipit quas tenetur similique. Architecto aliquam molestias. Officiis fugiat impedit omnis reprehenderit consequuntur rem.
In tempora odio sunt modi tempora. Ex sapiente eveniet mollitia nobis. Doloribus fugiat dolor magni ut beatae autem."
2192,2192,384,Aceita/Em Andamento,7866.96,2025-05-19 22:28:02,"Pariatur quisquam illum cumque repellat asperiores. Repellat reiciendis nisi id quisquam ducimus natus. Recusandae laudantium ullam quidem rerum.
Ipsum veritatis maiores corporis. Placeat fugiat aperiam saepe corrupti provident. Rem ab recusandae perspiciatis doloribus magnam ipsum."
2193,2193,1743,Recusada,2155.58,2025-05-19 03:37:07,"Maxime at veritatis fugiat ad eligendi.
Labore accusamus hic doloribus tenetur qui praesentium totam. Ipsa quas vero excepturi. Aliquam velit earum voluptatem laboriosam mollitia.
Dignissimos numquam iure placeat quod possimus ipsa quaerat. Odit placeat reprehenderit corporis repellendus odit ab. Omnis provident facere."
2194,2194,1466,Aceita/Em Andamento,2004.94,2025-05-15 21:27:18,"Quasi reiciendis ducimus quasi voluptates dolorem. Minus harum occaecati nam doloremque adipisci. Facere nobis laudantium exercitationem aliquam neque itaque.
Eos quae harum sint laborum. Dolores expedita excepturi sapiente temporibus. Omnis optio eum dignissimos magni quia."
2195,2195,492,Aceita/Finalizada,7108.18,2025-05-10 13:14:43,"Quis autem modi architecto maxime id aliquam dolorum. Voluptatem animi sapiente adipisci.
Quisquam temporibus quia iste necessitatibus.
Eius iure suscipit at qui quibusdam suscipit. Corporis sequi voluptatum facere facilis.
Hic quas optio libero ut doloribus dolores. Tenetur tenetur non fugiat sapiente iste."
2196,2196,1923,Pendente,2490.54,2025-05-12 00:27:03,"Voluptas architecto occaecati inventore odio maxime quia. Itaque in atque. Non impedit omnis id commodi unde quas itaque.
Eum nesciunt iste itaque magni. Nobis dolorem vel quaerat. Dolores debitis veritatis voluptas eaque. Temporibus expedita nihil ducimus odit quo.
Unde illum porro alias quia itaque voluptas qui."
2197,2197,1910,Aceita/Finalizada,8703.87,2025-05-13 11:48:02,"Maiores quidem natus.
Nam non sapiente. Quibusdam nihil excepturi ab aperiam cum labore. Quo rerum ducimus.
Odio iste exercitationem voluptatum reprehenderit ducimus. Ullam adipisci doloribus aut.
Voluptates asperiores id vitae ad. At dolores perspiciatis. Facilis hic sed enim ad aperiam natus in. Optio fuga fugiat quod."
2198,2198,1444,Aceita/Em Andamento,1407.06,2025-05-11 04:52:18,"Ut totam illum nemo nesciunt nostrum fuga. Earum ipsum minus autem voluptate sed. Alias sed deserunt voluptate sint minima quod.
Culpa ea at. Ipsa voluptate possimus reiciendis.
Eaque vero nobis. Animi expedita eius occaecati expedita adipisci libero. Corrupti deleniti enim possimus."
2199,2199,306,Aceita/Finalizada,1937.47,2025-05-16 17:49:38,"Ad voluptatem maiores aspernatur sequi deleniti beatae odit. Ullam iure itaque magnam. Amet quae accusamus amet voluptate.
Fugit error vitae esse fugit officiis in. Natus cum voluptatum accusamus eligendi necessitatibus odio.
Neque veritatis corporis. Placeat error incidunt aspernatur deserunt vero.
Qui quia non aut."
2200,2200,1575,Aceita/Finalizada,138.23,2025-05-13 21:03:47,"Perspiciatis animi earum tenetur aperiam. Nisi doloremque reprehenderit illo illo ad.
Amet laboriosam labore sint cupiditate.
Aspernatur ut voluptatem ratione. Sequi distinctio magni nostrum inventore."
2201,2201,2052,Recusada,8229.42,2025-05-09 00:10:05,"Sequi aliquid similique inventore minus. Incidunt a repellendus sapiente.
Porro quidem pariatur saepe recusandae. Blanditiis provident error ipsa cumque. Ex consequatur pariatur saepe. Voluptates sequi corporis consectetur recusandae in."
2202,2202,2597,Pendente,1938.06,2025-05-11 18:53:30,"Magni libero exercitationem unde recusandae totam. Adipisci excepturi ad eveniet aperiam provident magni. Iste ex aut deleniti culpa nam atque. Doloremque voluptatibus doloribus eum blanditiis temporibus et ipsam.
Quisquam quos eos dolore quibusdam itaque. Eos sint voluptatem dignissimos. Minus temporibus corporis dolorem dicta."
2203,2203,2826,Recusada,841.91,2025-05-10 16:39:47,"Nemo minus nostrum quidem vel soluta molestiae. Hic at mollitia repudiandae corporis.
Maxime corrupti nihil. Deleniti provident esse aperiam quia excepturi vel.
Quis provident totam rerum eveniet. Vero voluptatum ut fugit at error minus."
2204,2204,1894,Aceita/Em Andamento,4239.91,2025-05-17 04:47:19,"Officiis dolore necessitatibus provident ad magnam doloremque. Nam quis ea ex. Amet veritatis tempore repudiandae.
Neque facilis autem aperiam minus. Officiis voluptates nulla soluta perferendis officia ea. Saepe quaerat quo perferendis architecto eius porro."
2205,2205,1813,Pendente,9355.54,2025-05-18 04:03:25,"Debitis ducimus consectetur consequatur voluptas.
Ullam rem enim iusto temporibus asperiores corporis. Quisquam voluptates rem laudantium.
Voluptatem tempore dicta. Laborum earum ex illo cupiditate. Soluta eveniet repellat dolores libero nihil minima."
2206,2206,104,Recusada,504.42,2025-05-10 20:50:22,"Magni modi deleniti dignissimos impedit provident. Natus accusantium velit atque rem expedita at. Suscipit quibusdam sit vel vel ut. Cupiditate iste nobis.
Officia sint unde quas quam illo quas. Laborum expedita minus optio. Numquam dignissimos officiis aliquam veritatis non dignissimos."
2207,2207,2800,Aceita/Finalizada,8798.07,2025-05-19 01:59:25,"Neque odit occaecati. Tenetur sint quos illo aliquid saepe tenetur omnis. Corporis placeat labore perferendis doloribus.
Ipsam sit dignissimos modi eos vel. Commodi aperiam totam minus ipsam. Adipisci aliquam odit fugiat cum sed.
Earum est accusantium minus. Repellendus consectetur assumenda dolor voluptate."
2208,2208,342,Aceita/Finalizada,3176.64,2025-05-12 22:45:03,"Maiores dolore molestias eos libero. Laboriosam nisi placeat quam aliquam molestias laudantium architecto.
Tempora maiores nulla accusantium. Libero temporibus necessitatibus nemo saepe voluptatibus doloremque. Molestias sit dignissimos voluptatibus odio."
2209,2209,1099,Pendente,7540.92,2025-05-17 08:42:08,"Deleniti enim quia amet voluptatem a ad. Itaque ipsa laborum sunt iste. Magnam dolores facere debitis eos veritatis odio.
A quasi dolor sapiente perspiciatis exercitationem eius. Id ducimus veritatis odio. Consequatur sapiente amet reiciendis."
2210,2210,679,Aceita/Finalizada,4854.33,2025-05-17 09:24:04,"Ratione neque eaque eius. Perspiciatis aliquam voluptate eaque officiis.
Sunt eos sunt temporibus occaecati reprehenderit veritatis. Aspernatur fugiat magni eius error.
Laudantium atque qui delectus sit sint voluptas. Totam quae eveniet minus."
2211,2211,1646,Pendente,5542.79,2025-05-16 07:15:49,"Labore qui reprehenderit consequuntur ipsa. Delectus iure veniam incidunt laboriosam laboriosam debitis alias. Nemo assumenda porro quibusdam.
Repellat nam sit odit saepe doloribus. Odio eveniet unde sunt."
2212,2212,2493,Aceita/Finalizada,5304.25,2025-05-10 22:40:32,"Repudiandae suscipit ipsam magni eligendi vero minima. Nobis accusantium minima aliquam explicabo.
Quo suscipit eveniet autem quidem. Natus architecto repudiandae. Voluptate ad dolorum quas nemo."
2213,2213,1757,Pendente,8809.74,2025-05-10 16:47:25,"Magnam occaecati at commodi. Numquam vel est soluta.
Ad fugiat saepe pariatur asperiores. Laboriosam commodi facilis accusamus ullam exercitationem nisi animi.
Ipsa eligendi sint aperiam. Voluptatibus iure error quidem tenetur. Est voluptates fuga reiciendis doloremque reprehenderit."
2214,2214,1402,Aceita/Finalizada,6584.17,2025-05-12 08:37:32,"Provident sequi possimus nisi. Ipsa voluptatum dolore voluptates praesentium mollitia eveniet.
Quis fugit asperiores rerum qui. Voluptatem cupiditate incidunt facere ipsa quod. Voluptatum sit sunt tempore voluptatem consequatur alias.
Aut omnis enim quod perferendis recusandae doloribus."
2215,2215,1045,Aceita/Finalizada,843.65,2025-05-11 21:05:35,"Quae ex reiciendis veniam distinctio incidunt earum. Atque temporibus tempora quis assumenda.
Rerum ab dolores. Dolorem autem error exercitationem mollitia. Corrupti doloremque beatae deserunt quidem.
Voluptatibus soluta reprehenderit soluta id.
Molestiae voluptate pariatur ad incidunt dolores veniam quo. Nemo delectus veritatis labore."
2216,2216,2282,Aceita/Finalizada,760.98,2025-05-20 14:15:23,"Corporis earum velit. Odit illum ipsum fugiat itaque vel cumque.
Doloremque doloribus perferendis voluptate delectus odit. Pariatur provident molestiae maxime facere. Labore iure exercitationem ipsa quas inventore.
Distinctio hic non deserunt ducimus quaerat. Numquam similique perferendis quidem nostrum illum."
2217,2217,146,Aceita/Em Andamento,2738.58,2025-05-17 00:28:00,"Autem amet occaecati doloribus doloribus eaque. Sit earum reprehenderit modi quidem est. Incidunt reprehenderit expedita assumenda delectus suscipit.
Natus veniam occaecati maxime cumque. Cupiditate a necessitatibus ea blanditiis explicabo. Quo repellendus laudantium autem delectus facere excepturi."
2218,2218,150,Pendente,2236.15,2025-05-13 07:19:16,"Sunt explicabo expedita nemo culpa. Possimus cumque fugiat ipsam.
Corrupti nisi nesciunt neque esse aut.
Dolores eos doloremque officia tempora. Voluptatum magni voluptates nam. Tenetur nostrum blanditiis.
Veniam recusandae fugiat temporibus deserunt. Facere adipisci at ab."
2219,2219,286,Aceita/Finalizada,1630.84,2025-05-11 11:03:12,"Quae nostrum consequuntur et. Ducimus sapiente consequuntur earum quia ratione sunt.
Deleniti eius officia pariatur. Deserunt ducimus laborum commodi eaque.
Natus officia soluta fuga. Vitae omnis delectus a minus laudantium voluptatum cum.
Minima temporibus ipsam asperiores autem molestiae. Saepe dolore quod enim harum voluptatem voluptate."
2220,2220,460,Aceita/Finalizada,28.77,2025-05-15 20:05:27,"Illo consequatur accusamus odit. Culpa tempore numquam mollitia earum.
Debitis nulla tempora fuga iusto consectetur.
Explicabo officiis similique debitis. Molestiae eaque deleniti eligendi modi vero. Vero aliquid fugit aperiam.
In labore animi at. Optio recusandae placeat. Debitis distinctio impedit."
2221,2221,1790,Aceita/Finalizada,6219.17,2025-05-14 20:03:43,"Ea alias quo quis labore.
Officia eaque itaque hic.
Perspiciatis accusamus officiis aliquid veniam officiis corrupti. Quidem itaque nulla odio laboriosam consequatur vel."
2222,2222,522,Pendente,1795.92,2025-05-20 15:48:59,"Quis ex corporis. Nulla officia culpa recusandae. Facilis dolor temporibus culpa ab sunt exercitationem.
Qui cumque a vero magnam reiciendis dolorem. Aliquam quo placeat pariatur veritatis provident.
Quos velit tempore dolores at. In animi non.
Nihil commodi nostrum provident sed. Corporis nihil ut dolorum minus."
2223,2223,1592,Pendente,579.38,2025-05-14 10:27:43,"Ipsa facere veniam. Voluptatum molestiae soluta culpa ipsum ullam numquam modi. Occaecati corporis reiciendis deserunt voluptate magnam illo.
Libero ipsam autem quisquam amet provident quis culpa. Laborum id consequatur porro voluptate.
Minima quas dolores dolorum."
2224,2224,533,Aceita/Finalizada,1958.85,2025-05-13 10:40:26,"Minima velit expedita tenetur. Earum deserunt voluptas officia.
Iusto porro fugiat. Quibusdam reiciendis distinctio minus aliquid deleniti odio placeat. Deleniti nobis expedita voluptatum. Sit quod at nisi cum maiores.
Consequuntur sit nisi fugiat numquam atque labore."
2225,2225,2454,Aceita/Em Andamento,4352.77,2025-05-20 12:04:12,"Totam incidunt placeat sed occaecati et. Magni autem voluptate odio quia. Recusandae debitis laudantium ducimus illum fugiat. Praesentium commodi quidem impedit.
Fuga eveniet neque necessitatibus deserunt. Adipisci sequi delectus.
Totam possimus quia quod ipsa quis ea. Dolores cupiditate necessitatibus nulla perferendis."
2226,2226,2347,Recusada,687.87,2025-05-10 20:39:48,"Ducimus at et voluptates eveniet. Quod voluptates dolorem facere.
Fugit ad doloribus doloribus perferendis. Commodi aliquam repellendus quas quis ullam accusamus.
Cumque officiis rem quae fugit magni.
Vero alias officiis ipsa dolores nulla quaerat. Veritatis libero ipsa temporibus incidunt suscipit quia."
2227,2227,98,Aceita/Finalizada,8826.15,2025-05-19 15:59:26,"Earum dignissimos id enim. Veniam ea alias voluptate harum nemo similique suscipit.
Assumenda eos a aliquid. Laudantium fugiat pariatur commodi accusamus officiis officiis at.
Saepe necessitatibus sint enim ea esse mollitia. Eos labore magnam provident molestiae.
Eius quis incidunt quasi non. Necessitatibus quas incidunt eaque."
2228,2228,1299,Pendente,8622.26,2025-05-18 21:27:20,"Dicta sunt saepe voluptatem reiciendis. Reprehenderit tempora dolore dolor.
Ipsam qui tempora esse voluptas blanditiis. Placeat ut inventore consectetur distinctio. Possimus tempora velit voluptatem voluptatum dolor.
Sit saepe officiis. Est ratione vero delectus quis. Labore occaecati fugiat velit."
2229,2229,637,Pendente,7516.09,2025-05-12 01:13:47,"Maiores autem doloribus possimus voluptas facilis. Aperiam commodi qui exercitationem illo eveniet dolore.
Assumenda similique in quidem dolores non reiciendis.
A odio assumenda aliquid. Possimus neque velit quibusdam voluptates quibusdam."
2230,2230,665,Pendente,1409.95,2025-05-21 04:05:28,"Perferendis aspernatur eaque assumenda natus atque nemo.
Nobis velit nam cum itaque ipsum. Sint adipisci temporibus inventore.
Vitae quae sunt odit eveniet. Doloribus cupiditate aspernatur minus eum enim quod. A assumenda accusamus ratione."
2231,2231,2432,Pendente,1521.27,2025-05-21 08:03:30,"Incidunt reiciendis architecto asperiores dolores nostrum quis. Mollitia qui velit adipisci autem temporibus.
Perferendis velit tempora blanditiis. Ex repellat consequuntur atque repudiandae dicta. Autem nisi a odio."
2232,2232,332,Pendente,9084.76,2025-05-14 09:56:51,"Illo est temporibus quae perspiciatis molestiae voluptate commodi. Totam aperiam nulla quo eveniet.
Harum libero libero. Quisquam amet omnis perspiciatis voluptatibus maiores.
Reprehenderit id atque quia totam. Qui id ipsum consectetur reiciendis consectetur dignissimos. Voluptate explicabo omnis ipsa quos."
2233,2233,1056,Recusada,5889.57,2025-05-12 11:23:15,"Ipsam corporis ab asperiores facere modi aspernatur. Et sequi nam nam reprehenderit voluptatem aliquid asperiores.
Corporis officiis consequatur blanditiis culpa error inventore consequuntur.
Ducimus magnam aspernatur laborum molestiae iusto numquam dolorem. Aut ratione eos magnam necessitatibus culpa quasi."
2234,2234,2461,Pendente,9757.85,2025-05-11 05:42:22,"Quos nobis incidunt earum recusandae vel dolorem. Corporis quam earum hic facere ducimus sit modi. Rem necessitatibus eaque doloremque laboriosam.
Aut commodi saepe fugiat harum eos. Veniam quibusdam veritatis atque. Assumenda labore dignissimos consequuntur voluptatum modi quisquam."
2235,2235,1437,Aceita/Finalizada,3027.32,2025-05-12 02:46:46,Voluptatum incidunt blanditiis modi. Quibusdam ex debitis occaecati veniam nobis. Commodi sunt impedit. Odit minus deleniti tempore et possimus aut.
2236,2236,577,Cancelada,5065.11,2025-05-13 09:40:33,"Ratione nostrum consequuntur vero officia. Dolores quas quam eligendi.
Similique repellat sunt officiis aliquam aspernatur labore dolore. Commodi aperiam eveniet hic deleniti odit at. Possimus fugiat ducimus harum."
2237,2237,357,Aceita/Em Andamento,3123.07,2025-05-12 03:11:52,"Ut officia voluptates dicta. Ea consequatur molestiae eaque explicabo sunt. Dolor nesciunt non unde facilis fuga optio alias.
Earum amet id rem nam iure hic. Distinctio quis earum corrupti omnis debitis.
Dolorem dolores qui dignissimos ipsam. Itaque vero optio. In quo suscipit doloremque. Nostrum ex eligendi nesciunt soluta voluptatem facere."
2238,2238,1714,Aceita/Em Andamento,8330.26,2025-05-11 23:34:02,"Nihil reiciendis repellat mollitia dolorum impedit. Quaerat officiis maxime. Quaerat tenetur consequatur velit dicta. Quos excepturi sequi praesentium vel.
Nisi ea sint doloribus. Hic minima facilis repellendus.
Porro quisquam ducimus earum. Cum beatae facere aperiam inventore vel aperiam sint."
2239,2239,2817,Pendente,5782.92,2025-05-20 13:46:47,"Fugiat nobis laudantium asperiores tenetur. Labore accusamus corporis unde harum. Velit voluptatem occaecati quasi quaerat. Quibusdam neque placeat quibusdam at nisi.
Exercitationem et facere laboriosam repudiandae distinctio ab. Exercitationem reiciendis ipsum officia id ipsum excepturi. Minima nostrum voluptate consectetur."
2240,2240,2832,Aceita/Em Andamento,88.98,2025-05-11 20:27:17,"Consequuntur ullam officia unde. Eum unde iure ipsa dolore. Aspernatur officiis assumenda veritatis iure.
Accusamus rerum architecto qui quaerat. Occaecati impedit reprehenderit eligendi consequuntur.
Eius at aliquid.
Unde iste officia exercitationem error repudiandae. Quae sequi molestiae molestias aperiam nihil nesciunt."
2241,2241,1655,Aceita/Em Andamento,3139.20,2025-05-14 17:45:11,"Quibusdam numquam reiciendis consequatur in fugiat commodi odio. Autem magni ea vero unde dolorum. Adipisci ad hic nobis repudiandae accusantium.
Quod vitae fuga dolore neque. Doloremque molestias dolorum amet eveniet id. Placeat accusamus doloremque ipsam. Debitis quae in."
2242,2242,562,Aceita/Finalizada,7674.01,2025-05-16 04:17:51,"Ullam natus voluptate magnam animi. Rerum mollitia eligendi perspiciatis error nemo.
Aliquid eligendi quia reprehenderit suscipit officia nemo. Nam excepturi enim omnis.
In ab tempora repudiandae consequatur. Voluptatem nostrum ipsum blanditiis maiores quos et. Omnis unde accusamus nulla."
2243,2243,305,Recusada,1660.13,2025-05-16 22:24:04,"Reiciendis recusandae iure porro explicabo voluptatibus ipsam. Veritatis laboriosam mollitia voluptatibus.
Necessitatibus aliquam facere accusamus possimus. Quae asperiores maiores delectus eligendi dolores velit."
2244,2244,811,Aceita/Finalizada,6125.50,2025-05-15 09:10:24,"At alias quod dolorem facilis. Quae nam libero veniam voluptate tempore. Consectetur earum ratione deserunt velit ullam.
Voluptatibus magni adipisci molestias voluptatem. Laudantium voluptatem est quibusdam. Explicabo odit dolorum facilis eveniet voluptate sunt deleniti."
2245,2245,1213,Recusada,9027.21,2025-05-20 02:21:37,"Libero culpa quam ex rem. Explicabo aliquid labore repellat.
Natus quisquam quisquam ipsam quae dolorum. Earum eos voluptatum ullam blanditiis praesentium.
Nam omnis assumenda doloremque eaque. Facere et id modi autem nisi. Ad voluptate laborum.
Consectetur minima nostrum. Impedit eum esse corrupti reiciendis aliquam."
2246,2246,1375,Aceita/Em Andamento,2536.47,2025-05-18 22:52:13,"Nam quibusdam voluptas deleniti totam libero ipsam maiores. Animi adipisci dolorem veritatis ducimus quaerat assumenda.
Quae nisi fuga fugit laudantium nesciunt earum. Quia qui quod eius molestias laborum. Cupiditate deleniti corrupti aperiam."
2247,2247,1543,Pendente,9980.15,2025-05-14 19:15:04,"Possimus error ut aliquid officia atque quos id. Fuga saepe ex dolor praesentium officiis.
Magni occaecati nulla. Sequi eveniet laboriosam recusandae dolore magni. Corporis eos est natus iure.
Adipisci quo laboriosam pariatur delectus ipsam repellat. Voluptatum unde quae occaecati voluptatem iure. Fugit eos nam porro."
2248,2248,2129,Aceita/Em Andamento,6515.39,2025-05-10 08:39:44,"Fuga iste tempore ipsum aspernatur. Nemo ducimus eaque alias corrupti mollitia similique. Dolorum nisi voluptatibus possimus expedita doloremque ut.
Officia necessitatibus sequi iusto. Repudiandae quasi rerum veniam doloribus eos ratione.
Amet nesciunt cupiditate. Tenetur cumque velit aspernatur labore ab dolore."
2249,2249,254,Aceita/Em Andamento,6445.98,2025-05-09 08:57:39,"Est labore magnam. Porro natus doloremque ducimus.
Cumque minima debitis ab quod. Laborum ratione itaque nesciunt laborum assumenda tempore iste. Velit nostrum quam eius corrupti optio iste.
Ipsa maiores aperiam cum. Fugit voluptatibus asperiores dolores.
Corrupti animi eligendi iste possimus."
2250,2250,2795,Recusada,6958.23,2025-05-16 18:58:42,"Aliquam quo veniam qui eum. Suscipit rerum aliquam reprehenderit tempora nostrum.
Quia repellendus sed rem architecto illo laboriosam. Molestiae distinctio debitis sit.
Nulla ad accusantium fuga.
Aut eaque nulla sed. Libero autem vitae reprehenderit."
2251,2251,1261,Recusada,7582.51,2025-05-15 09:23:09,"Repellat aut repudiandae expedita repudiandae ipsam.
Dolor expedita accusantium quis sequi eos. Ea iure dolore mollitia.
Cum ratione asperiores hic cum voluptatibus tempore. Voluptate voluptate magnam quasi magni. Minima illo distinctio esse.
Ut blanditiis ipsum ipsa harum sed accusantium. Commodi sunt reiciendis nemo dolorum ea."
2252,2252,806,Aceita/Finalizada,3009.82,2025-05-09 10:42:37,"Mollitia illo dolorum odit ut fuga molestias.
Odit quaerat explicabo a. Voluptatibus laborum soluta exercitationem cupiditate facilis mollitia.
Nam impedit est nobis iure. Asperiores laboriosam porro cumque.
Doloremque eligendi magnam saepe aspernatur. Beatae nihil commodi explicabo vitae."
2253,2253,2610,Aceita/Em Andamento,9876.01,2025-05-19 08:55:26,"Exercitationem provident numquam dolor dolorem. Soluta aliquid suscipit doloremque rem. Vero doloremque aut dolore repudiandae perferendis. Eos sit atque vero iste iure.
Commodi facilis harum vitae numquam. Quasi sed saepe eveniet repudiandae et temporibus."
2254,2254,2415,Recusada,1725.96,2025-05-19 16:49:01,"Voluptatum quod ipsam laboriosam cumque odit incidunt culpa. Repudiandae quia doloribus architecto perferendis. Quos fugit placeat dolorum odio cum veniam.
Consectetur possimus quo inventore vitae. Exercitationem ut iste deleniti iste. In fugiat qui quod.
Similique fugit illo."
2255,2255,1705,Recusada,9234.56,2025-05-16 01:33:10,"Sapiente beatae incidunt quod cum. Dolores explicabo omnis quae. Ipsa dolorem delectus sequi molestias.
Optio perspiciatis eius ab accusantium. Dignissimos aperiam unde aliquam quam.
Animi debitis voluptatem ipsum accusantium. Non odit dicta deserunt quas necessitatibus temporibus. Rem in perspiciatis neque fuga alias dolorum."
2256,2256,1747,Pendente,1460.24,2025-05-12 09:03:54,"Sunt odio iusto. Aperiam nemo officia. Voluptate amet repellat dolor. Omnis suscipit nam cumque delectus velit.
Ratione assumenda neque praesentium officia. In dignissimos repudiandae voluptate fugit autem itaque.
Voluptas id unde ab necessitatibus. Est aspernatur quo consectetur aliquam reprehenderit."
2257,2257,1529,Recusada,3680.14,2025-05-14 15:27:07,"Aut quo unde asperiores. Maiores reprehenderit non dignissimos quaerat.
Totam quibusdam quis possimus alias. Magnam est cumque in ratione quisquam corporis. Quisquam totam odio odit dignissimos reprehenderit. Aliquam aliquam rem doloremque accusamus aut debitis.
Provident sed veritatis ex illo debitis blanditiis."
2258,2258,2981,Aceita/Em Andamento,4061.04,2025-05-19 04:51:03,"Ex modi iure. Voluptate impedit reprehenderit ratione at.
Officiis dolor voluptates. Explicabo animi animi velit consequuntur laborum molestiae. Quis accusamus perferendis molestiae id magnam.
Reiciendis atque nihil accusantium ipsum non est. Fugiat corrupti voluptatum vitae reprehenderit dolorem."
2259,2259,292,Aceita/Finalizada,251.05,2025-05-15 10:33:13,"Possimus quo autem quo aliquid. Impedit dolorem magni placeat deleniti cumque. Ut reprehenderit iure omnis.
Commodi magni quasi vero asperiores perspiciatis facere ipsum. Debitis beatae tempore quasi. A ipsa nobis ullam maxime."
2260,2260,2248,Aceita/Finalizada,5143.07,2025-05-19 20:52:44,"Cupiditate nam voluptates. Voluptas rem minima omnis consectetur. Fuga aperiam aperiam atque impedit alias.
Itaque dignissimos quod. Maxime tempora voluptate earum necessitatibus ipsam facilis molestias.
Repellat illum excepturi eos ipsa numquam voluptates. Id ea praesentium nam. Neque deserunt voluptates ipsum."
2261,2261,938,Aceita/Finalizada,5713.44,2025-05-10 20:51:03,"Soluta non quia voluptates.
Optio quod ducimus quos tempore.
Illo fugiat quos incidunt eos. Odio debitis molestiae officia reprehenderit. Officiis animi nemo ab deleniti omnis commodi quam.
Cumque consequatur in ullam quas consequatur soluta. Reprehenderit id fugit sed quo doloremque dignissimos. Odit dolorum veritatis recusandae minus."
2262,2262,2655,Cancelada,8867.92,2025-05-21 10:07:16,"Magnam nobis voluptate adipisci enim. Dolorum aliquid nobis at quam rerum.
Inventore est tempora. Natus totam delectus quae dolores. Impedit odit quos consequuntur nihil debitis quae deserunt. Vero laudantium accusantium repellendus enim consectetur."
2263,2263,2387,Recusada,4348.05,2025-05-14 07:07:25,"Dignissimos facere illum debitis libero. Dolor eveniet minus blanditiis unde facilis. Sit voluptatem expedita cumque fugit.
Ducimus soluta a dignissimos sapiente tempora incidunt. Qui perferendis ducimus ratione tenetur eveniet ipsa. Eligendi optio iusto."
2264,2264,2801,Aceita/Em Andamento,7530.64,2025-05-14 17:06:54,"Eum quas ullam expedita. Nulla laudantium voluptatem voluptatum. Ipsum asperiores magni totam dignissimos.
Ducimus asperiores est aut ipsa nesciunt. Doloremque commodi excepturi officia labore deserunt repellat.
Tenetur odio laboriosam doloribus alias maxime quam. Pariatur cupiditate amet exercitationem vel cumque velit."
2265,2265,977,Aceita/Finalizada,3695.54,2025-05-10 10:15:44,"Corporis vel sunt beatae sed corporis rerum neque. Enim cupiditate vitae voluptatum architecto ipsum.
Odit incidunt culpa esse nam dolores sint eveniet. Voluptate quas deleniti officiis sint labore officia.
Numquam distinctio ratione laboriosam recusandae fugiat. Recusandae nisi reiciendis cupiditate."
2266,2266,111,Aceita/Finalizada,4399.61,2025-05-13 15:23:08,"Temporibus quaerat neque soluta reprehenderit ab. Minima fugit molestias accusamus quas incidunt deleniti cumque.
Dolore nostrum rem laudantium. A repellendus quos maiores aspernatur consequatur ea. Veritatis omnis nostrum rerum doloribus a repellendus autem.
Iure alias officia veniam natus cumque incidunt. Fuga dolores earum veniam numquam."
2267,2267,2851,Cancelada,6978.46,2025-05-10 20:41:03,"Facilis nemo fuga vel minus unde nam. Dicta necessitatibus qui harum atque.
Deserunt minima nesciunt. Consequatur laudantium nesciunt sint.
Cum exercitationem consectetur dolore maxime perspiciatis adipisci. Hic hic necessitatibus dolorem a id numquam. Fuga nesciunt aperiam qui beatae.
Qui possimus provident quidem incidunt harum."
